order_id,day,shipping_wave,sku_id,quantity
ORD_00328,8,Morning,SKU_256,255
ORD_00328,8,Morning,SKU_192,276
ORD_00328,8,Morning,SKU_070,565
ORD_00328,8,Morning,SKU_409,240
ORD_00329,15,Morning,SKU_260,212
ORD_00329,15,Morning,SKU_028,501
ORD_00329,15,Morning,SKU_037,262
ORD_00330,24,Morning,SKU_488,539
ORD_00330,24,Morning,SKU_143,1119
ORD_00330,24,Morning,SKU_360,427
ORD_00330,24,Morning,SKU_279,636
ORD_00330,24,Morning,SKU_009,231
ORD_00331,18,Morning,SKU_358,1091
ORD_00331,18,Morning,SKU_353,429
ORD_00331,18,Morning,SKU_412,330
ORD_00331,18,Morning,SKU_129,461
ORD_00332,3,Afternoon,SKU_418,555
ORD_00332,3,Afternoon,SKU_456,284
ORD_00332,3,Afternoon,SKU_360,463
ORD_00332,3,Afternoon,SKU_374,614
ORD_00332,3,Afternoon,SKU_244,281
ORD_00332,3,Afternoon,SKU_316,450
ORD_00333,5,Morning,SKU_294,606
ORD_00333,5,Morning,SKU_405,203
ORD_00333,5,Morning,SKU_028,1078
ORD_00333,5,Morning,SKU_124,603
ORD_00333,5,Morning,SKU_476,601
ORD_00333,5,Morning,SKU_217,617
ORD_00333,5,Morning,SKU_462,206
ORD_00334,11,Morning,SKU_107,410
ORD_00334,11,Morning,SKU_381,367
ORD_00334,11,Morning,SKU_121,589
ORD_00334,11,Morning,SKU_071,318
ORD_00334,11,Morning,SKU_369,310
ORD_00334,11,Morning,SKU_463,222
ORD_00335,7,Morning,SKU_056,204
ORD_00335,7,Morning,SKU_383,843
ORD_00335,7,Morning,SKU_070,451
ORD_00335,7,Morning,SKU_327,487
ORD_00336,26,Morning,SKU_317,494
ORD_00336,26,Morning,SKU_226,241
ORD_00336,26,Morning,SKU_326,524
ORD_00336,26,Morning,SKU_331,209
ORD_00336,26,Morning,SKU_120,752
ORD_00337,7,Afternoon,SKU_028,706
ORD_00337,7,Afternoon,SKU_041,660
ORD_00337,7,Afternoon,SKU_480,495
ORD_00338,13,Afternoon,SKU_260,769
ORD_00338,13,Afternoon,SKU_144,921
ORD_00338,13,Afternoon,SKU_457,122
ORD_00338,13,Afternoon,SKU_205,537
ORD_00338,13,Afternoon,SKU_001,219
ORD_00339,7,Morning,SKU_495,180
ORD_00339,7,Morning,SKU_111,646
ORD_00339,7,Morning,SKU_476,1158
ORD_00339,7,Morning,SKU_072,388
ORD_00339,7,Morning,SKU_386,184
ORD_00339,7,Morning,SKU_110,416
ORD_00339,7,Morning,SKU_223,212
ORD_00339,7,Morning,SKU_326,173
ORD_00340,15,Afternoon,SKU_248,563
ORD_00340,15,Afternoon,SKU_313,609
ORD_00340,15,Afternoon,SKU_100,84
ORD_00340,15,Afternoon,SKU_130,601
ORD_00340,15,Afternoon,SKU_290,176
ORD_00340,15,Afternoon,SKU_353,488
ORD_00340,15,Afternoon,SKU_060,382
ORD_00341,18,Morning,SKU_375,636
ORD_00341,18,Morning,SKU_010,557
ORD_00341,18,Morning,SKU_090,209
ORD_00341,18,Morning,SKU_329,206
ORD_00341,18,Morning,SKU_459,1113
ORD_00342,24,Morning,SKU_428,354
ORD_00342,24,Morning,SKU_466,417
ORD_00342,24,Morning,SKU_316,869
ORD_00342,24,Morning,SKU_040,551
ORD_00342,24,Morning,SKU_204,221
ORD_00343,26,Afternoon,SKU_278,635
ORD_00343,26,Afternoon,SKU_353,571
ORD_00343,26,Afternoon,SKU_490,636
ORD_00343,26,Afternoon,SKU_297,271
ORD_00343,26,Afternoon,SKU_258,379
ORD_00343,26,Afternoon,SKU_335,14
ORD_00344,5,Afternoon,SKU_212,853
ORD_00344,5,Afternoon,SKU_317,255
ORD_00344,5,Afternoon,SKU_227,488
ORD_00345,16,Afternoon,SKU_288,144
ORD_00345,16,Afternoon,SKU_018,644
ORD_00346,6,Afternoon,SKU_354,457
ORD_00346,6,Afternoon,SKU_093,508
ORD_00346,6,Afternoon,SKU_420,603
ORD_00346,6,Afternoon,SKU_363,110
ORD_00346,6,Afternoon,SKU_384,502
ORD_00346,6,Afternoon,SKU_481,730
ORD_00347,14,Morning,SKU_354,632
ORD_00347,14,Morning,SKU_470,662
ORD_00347,14,Morning,SKU_497,207
ORD_00347,14,Morning,SKU_446,453
ORD_00347,14,Morning,SKU_433,266
ORD_00347,14,Morning,SKU_462,120
ORD_00348,2,Afternoon,SKU_481,221
ORD_00348,2,Afternoon,SKU_248,589
ORD_00348,2,Afternoon,SKU_421,370
ORD_00348,2,Afternoon,SKU_028,1173
ORD_00348,2,Afternoon,SKU_293,478
ORD_00348,2,Afternoon,SKU_024,223
ORD_00349,14,Afternoon,SKU_215,843
ORD_00349,14,Afternoon,SKU_272,396
ORD_00349,14,Afternoon,SKU_288,702
ORD_00349,14,Afternoon,SKU_192,159
ORD_00349,14,Afternoon,SKU_122,1235
ORD_00350,3,Morning,SKU_376,324
ORD_00350,3,Morning,SKU_404,338
ORD_00350,3,Morning,SKU_202,416
ORD_00350,3,Morning,SKU_105,791
ORD_00350,3,Morning,SKU_139,271
ORD_00351,14,Morning,SKU_449,554
ORD_00351,14,Morning,SKU_250,1340
ORD_00351,14,Morning,SKU_062,713
ORD_00351,14,Morning,SKU_341,160
ORD_00352,26,Afternoon,SKU_288,403
ORD_00352,26,Afternoon,SKU_327,503
ORD_00353,12,Afternoon,SKU_232,217
ORD_00354,14,Afternoon,SKU_448,287
ORD_00354,14,Afternoon,SKU_159,245
ORD_00354,14,Afternoon,SKU_475,542
ORD_00354,14,Afternoon,SKU_462,1069
ORD_00354,14,Afternoon,SKU_484,494
ORD_00355,29,Morning,SKU_024,1233
ORD_00355,29,Morning,SKU_374,91
ORD_00355,29,Morning,SKU_038,259
ORD_00355,29,Morning,SKU_065,351
ORD_00355,29,Morning,SKU_405,582
ORD_00355,29,Morning,SKU_104,377
ORD_00356,5,Afternoon,SKU_327,696
ORD_00356,5,Afternoon,SKU_404,301
ORD_00356,5,Afternoon,SKU_120,1109
ORD_00357,25,Afternoon,SKU_304,149
ORD_00357,25,Afternoon,SKU_021,500
ORD_00357,25,Afternoon,SKU_335,75
ORD_00357,25,Afternoon,SKU_481,1510
ORD_00357,25,Afternoon,SKU_073,314
ORD_00357,25,Afternoon,SKU_405,134
ORD_00357,25,Afternoon,SKU_087,266
ORD_00358,29,Afternoon,SKU_120,726
ORD_00358,29,Afternoon,SKU_025,92
ORD_00358,29,Afternoon,SKU_380,423
ORD_00358,29,Afternoon,SKU_350,186
ORD_00359,17,Morning,SKU_123,167
ORD_00359,17,Morning,SKU_478,227
ORD_00359,17,Morning,SKU_159,268
ORD_00359,17,Morning,SKU_270,366
ORD_00359,17,Morning,SKU_480,600
ORD_00359,17,Morning,SKU_459,823
ORD_00359,17,Morning,SKU_358,700
ORD_00360,6,Morning,SKU_279,559
ORD_00360,6,Morning,SKU_083,999
ORD_00360,6,Morning,SKU_122,330
ORD_00360,6,Morning,SKU_159,875
ORD_00360,6,Morning,SKU_488,231
ORD_00361,28,Afternoon,SKU_441,354
ORD_00361,28,Afternoon,SKU_480,193
ORD_00361,28,Afternoon,SKU_008,655
ORD_00361,28,Afternoon,SKU_378,600
ORD_00362,15,Morning,SKU_072,585
ORD_00362,15,Morning,SKU_255,1050
ORD_00362,15,Morning,SKU_466,378
ORD_00362,15,Morning,SKU_017,545
ORD_00362,15,Morning,SKU_462,318
ORD_00363,11,Morning,SKU_462,747
ORD_00363,11,Morning,SKU_329,118
ORD_00363,11,Morning,SKU_344,355
ORD_00363,11,Morning,SKU_060,384
ORD_00363,11,Morning,SKU_358,440
ORD_00363,11,Morning,SKU_243,595
ORD_00364,18,Morning,SKU_495,377
ORD_00364,18,Morning,SKU_448,531
ORD_00364,18,Morning,SKU_276,1174
ORD_00364,18,Morning,SKU_304,589
ORD_00365,25,Afternoon,SKU_115,88
ORD_00365,25,Afternoon,SKU_400,720
ORD_00365,25,Afternoon,SKU_326,486
ORD_00366,9,Morning,SKU_028,1231
ORD_00366,9,Morning,SKU_357,123
ORD_00367,28,Morning,SKU_082,244
ORD_00367,28,Morning,SKU_463,565
ORD_00367,28,Morning,SKU_433,490
ORD_00367,28,Morning,SKU_399,519
ORD_00367,28,Morning,SKU_120,1195
ORD_00368,6,Afternoon,SKU_280,885
ORD_00368,6,Afternoon,SKU_210,426
ORD_00369,7,Morning,SKU_093,591
ORD_00369,7,Morning,SKU_284,542
ORD_00370,15,Afternoon,SKU_235,645
ORD_00370,15,Afternoon,SKU_490,325
ORD_00370,15,Afternoon,SKU_046,449
ORD_00370,15,Afternoon,SKU_480,204
ORD_00370,15,Afternoon,SKU_123,448
ORD_00370,15,Afternoon,SKU_312,558
ORD_00371,21,Afternoon,SKU_495,624
ORD_00371,21,Afternoon,SKU_098,283
ORD_00371,21,Afternoon,SKU_141,593
ORD_00371,21,Afternoon,SKU_351,509
ORD_00371,21,Afternoon,SKU_088,1017
ORD_00372,23,Morning,SKU_404,459
ORD_00372,23,Morning,SKU_494,578
ORD_00372,23,Morning,SKU_205,343
ORD_00372,23,Morning,SKU_072,647
ORD_00372,23,Morning,SKU_244,447
ORD_00373,4,Morning,SKU_001,279
ORD_00373,4,Morning,SKU_186,407
ORD_00373,4,Morning,SKU_324,610
ORD_00373,4,Morning,SKU_263,122
ORD_00373,4,Morning,SKU_445,570
ORD_00374,2,Morning,SKU_304,591
ORD_00374,2,Morning,SKU_093,126
ORD_00374,2,Morning,SKU_406,307
ORD_00374,2,Morning,SKU_244,1212
ORD_00374,2,Morning,SKU_045,715
ORD_00375,1,Afternoon,SKU_046,455
ORD_00375,1,Afternoon,SKU_353,299
ORD_00375,1,Afternoon,SKU_087,453
ORD_00375,1,Afternoon,SKU_060,938
ORD_00375,1,Afternoon,SKU_111,833
ORD_00375,1,Afternoon,SKU_500,515
ORD_00376,11,Morning,SKU_162,457
ORD_00376,11,Morning,SKU_490,1009
ORD_00376,11,Morning,SKU_384,928
ORD_00376,11,Morning,SKU_234,160
ORD_00376,11,Morning,SKU_478,329
ORD_00377,26,Morning,SKU_063,825
ORD_00377,26,Morning,SKU_287,562
ORD_00378,29,Morning,SKU_487,521
ORD_00378,29,Morning,SKU_111,540
ORD_00378,29,Morning,SKU_400,181
ORD_00378,29,Morning,SKU_352,202
ORD_00378,29,Morning,SKU_495,75
ORD_00378,29,Morning,SKU_010,587
ORD_00378,29,Morning,SKU_194,777
ORD_00379,27,Afternoon,SKU_151,192
ORD_00379,27,Afternoon,SKU_014,108
ORD_00379,27,Afternoon,SKU_205,420
ORD_00379,27,Afternoon,SKU_408,505
ORD_00379,27,Afternoon,SKU_021,105
ORD_00379,27,Afternoon,SKU_133,885
ORD_00380,8,Morning,SKU_055,229
ORD_00380,8,Morning,SKU_094,151
ORD_00380,8,Morning,SKU_207,643
ORD_00381,20,Morning,SKU_159,722
ORD_00381,20,Morning,SKU_018,575
ORD_00381,20,Morning,SKU_415,294
ORD_00381,20,Morning,SKU_409,448
ORD_00381,20,Morning,SKU_388,740
ORD_00382,24,Afternoon,SKU_064,106
ORD_00382,24,Afternoon,SKU_477,121
ORD_00382,24,Afternoon,SKU_170,278
ORD_00382,24,Afternoon,SKU_059,444
ORD_00382,24,Afternoon,SKU_080,997
ORD_00382,24,Afternoon,SKU_109,585
ORD_00382,24,Afternoon,SKU_217,168
ORD_00383,19,Afternoon,SKU_418,942
ORD_00383,19,Afternoon,SKU_459,1219
ORD_00383,19,Afternoon,SKU_447,354
ORD_00383,19,Afternoon,SKU_360,454
ORD_00383,19,Afternoon,SKU_122,442
ORD_00384,14,Afternoon,SKU_213,572
ORD_00384,14,Afternoon,SKU_469,890
ORD_00384,14,Afternoon,SKU_210,292
ORD_00384,14,Afternoon,SKU_369,411
ORD_00384,14,Afternoon,SKU_082,252
ORD_00385,10,Afternoon,SKU_376,85
ORD_00385,10,Afternoon,SKU_151,635
ORD_00385,10,Afternoon,SKU_115,324
ORD_00385,10,Afternoon,SKU_284,997
ORD_00385,10,Afternoon,SKU_217,163
ORD_00386,30,Afternoon,SKU_326,483
ORD_00386,30,Afternoon,SKU_480,808
ORD_00386,30,Afternoon,SKU_384,602
ORD_00387,18,Afternoon,SKU_342,424
ORD_00388,20,Afternoon,SKU_079,856
ORD_00388,20,Afternoon,SKU_469,266
ORD_00388,20,Afternoon,SKU_275,85
ORD_00388,20,Afternoon,SKU_344,208
ORD_00388,20,Afternoon,SKU_014,583
ORD_00388,20,Afternoon,SKU_460,397
ORD_00389,17,Afternoon,SKU_256,256
ORD_00389,17,Afternoon,SKU_180,564
ORD_00390,8,Morning,SKU_379,646
ORD_00390,8,Morning,SKU_290,1323
ORD_00390,8,Morning,SKU_270,882
ORD_00390,8,Morning,SKU_169,147
ORD_00390,8,Morning,SKU_495,196
ORD_00391,2,Afternoon,SKU_262,798
ORD_00391,2,Afternoon,SKU_347,116
ORD_00391,2,Afternoon,SKU_288,230
ORD_00391,2,Afternoon,SKU_108,450
ORD_00391,2,Afternoon,SKU_323,355
ORD_00391,2,Afternoon,SKU_377,323
ORD_00392,11,Morning,SKU_255,460
ORD_00392,11,Morning,SKU_201,177
ORD_00392,11,Morning,SKU_497,580
ORD_00392,11,Morning,SKU_017,290
ORD_00392,11,Morning,SKU_105,531
ORD_00392,11,Morning,SKU_478,395
ORD_00393,12,Afternoon,SKU_069,156
ORD_00393,12,Afternoon,SKU_338,737
ORD_00393,12,Afternoon,SKU_184,102
ORD_00393,12,Afternoon,SKU_286,281
ORD_00393,12,Afternoon,SKU_422,289
ORD_00393,12,Afternoon,SKU_491,596
ORD_00393,12,Afternoon,SKU_473,112
ORD_00394,20,Morning,SKU_168,154
ORD_00394,20,Morning,SKU_223,452
ORD_00394,20,Morning,SKU_446,374
ORD_00394,20,Morning,SKU_448,732
ORD_00394,20,Morning,SKU_005,847
ORD_00395,18,Morning,SKU_021,427
ORD_00395,18,Morning,SKU_018,431
ORD_00395,18,Morning,SKU_129,54
ORD_00395,18,Morning,SKU_213,453
ORD_00395,18,Morning,SKU_497,133
ORD_00395,18,Morning,SKU_374,388
ORD_00395,18,Morning,SKU_460,102
ORD_00396,5,Afternoon,SKU_100,304
ORD_00396,5,Afternoon,SKU_477,487
ORD_00396,5,Afternoon,SKU_357,434
ORD_00397,10,Afternoon,SKU_098,397
ORD_00397,10,Afternoon,SKU_080,461
ORD_00397,10,Afternoon,SKU_320,894
ORD_00397,10,Afternoon,SKU_122,884
ORD_00397,10,Afternoon,SKU_473,115
ORD_00397,10,Afternoon,SKU_463,181
ORD_00397,10,Afternoon,SKU_418,310
ORD_00398,26,Morning,SKU_480,355
ORD_00398,26,Morning,SKU_490,454
ORD_00398,26,Morning,SKU_463,465
ORD_00398,26,Morning,SKU_286,597
ORD_00399,15,Afternoon,SKU_399,276
ORD_00399,15,Afternoon,SKU_027,352
ORD_00399,15,Afternoon,SKU_052,304
ORD_00399,15,Afternoon,SKU_388,647
ORD_00399,15,Afternoon,SKU_028,1392
ORD_00400,8,Morning,SKU_331,104
ORD_00400,8,Morning,SKU_169,797
ORD_00400,8,Morning,SKU_460,688
ORD_00400,8,Morning,SKU_446,290
ORD_00401,4,Afternoon,SKU_038,260
ORD_00401,4,Afternoon,SKU_420,699
ORD_00401,4,Afternoon,SKU_177,796
ORD_00401,4,Afternoon,SKU_041,467
ORD_00401,4,Afternoon,SKU_442,610
ORD_00402,8,Afternoon,SKU_177,1324
ORD_00402,8,Afternoon,SKU_335,242
ORD_00402,8,Afternoon,SKU_038,731
ORD_00402,8,Afternoon,SKU_108,696
ORD_00403,15,Afternoon,SKU_111,250
ORD_00403,15,Afternoon,SKU_304,704
ORD_00403,15,Afternoon,SKU_448,321
ORD_00404,21,Afternoon,SKU_425,158
ORD_00404,21,Afternoon,SKU_430,234
ORD_00404,21,Afternoon,SKU_436,872
ORD_00404,21,Afternoon,SKU_100,155
ORD_00404,21,Afternoon,SKU_105,554
ORD_00404,21,Afternoon,SKU_433,175
ORD_00404,21,Afternoon,SKU_280,815
ORD_00405,22,Afternoon,SKU_329,469
ORD_00405,22,Afternoon,SKU_017,478
ORD_00406,15,Afternoon,SKU_250,242
ORD_00406,15,Afternoon,SKU_233,548
ORD_00406,15,Afternoon,SKU_122,291
ORD_00406,15,Afternoon,SKU_167,165
ORD_00406,15,Afternoon,SKU_345,458
ORD_00406,15,Afternoon,SKU_169,592
ORD_00406,15,Afternoon,SKU_118,689
ORD_00407,29,Morning,SKU_315,235
ORD_00407,29,Morning,SKU_205,209
ORD_00407,29,Morning,SKU_284,938
ORD_00407,29,Morning,SKU_155,389
ORD_00407,29,Morning,SKU_248,844
ORD_00408,3,Morning,SKU_270,811
ORD_00408,3,Morning,SKU_375,720
ORD_00408,3,Morning,SKU_388,908
ORD_00408,3,Morning,SKU_158,289
ORD_00409,24,Afternoon,SKU_490,953
ORD_00409,24,Afternoon,SKU_353,332
ORD_00409,24,Afternoon,SKU_360,448
ORD_00409,24,Afternoon,SKU_052,575
ORD_00409,24,Afternoon,SKU_235,517
ORD_00410,8,Morning,SKU_279,873
ORD_00410,8,Morning,SKU_085,271
ORD_00410,8,Morning,SKU_087,218
ORD_00410,8,Morning,SKU_115,216
ORD_00411,15,Afternoon,SKU_319,446
ORD_00411,15,Afternoon,SKU_331,313
ORD_00412,11,Afternoon,SKU_058,264
ORD_00412,11,Afternoon,SKU_279,228
ORD_00412,11,Afternoon,SKU_129,245
ORD_00412,11,Afternoon,SKU_094,669
ORD_00412,11,Afternoon,SKU_403,213
ORD_00412,11,Afternoon,SKU_100,285
ORD_00413,28,Morning,SKU_187,545
ORD_00413,28,Morning,SKU_354,89
ORD_00413,28,Morning,SKU_384,374
ORD_00414,15,Morning,SKU_445,1014
ORD_00414,15,Morning,SKU_245,621
ORD_00415,26,Afternoon,SKU_384,640
ORD_00415,26,Afternoon,SKU_352,89
ORD_00416,26,Morning,SKU_324,108
ORD_00416,26,Morning,SKU_264,436
ORD_00416,26,Morning,SKU_191,368
ORD_00416,26,Morning,SKU_083,1018
ORD_00416,26,Morning,SKU_256,323
ORD_00417,16,Morning,SKU_460,159
ORD_00417,16,Morning,SKU_456,954
ORD_00417,16,Morning,SKU_408,498
ORD_00417,16,Morning,SKU_467,135
ORD_00417,16,Morning,SKU_055,195
ORD_00417,16,Morning,SKU_346,325
ORD_00418,7,Morning,SKU_255,219
ORD_00418,7,Morning,SKU_430,492
ORD_00418,7,Morning,SKU_122,1080
ORD_00418,7,Morning,SKU_267,446
ORD_00418,7,Morning,SKU_120,575
ORD_00418,7,Morning,SKU_223,178
ORD_00418,7,Morning,SKU_348,32
ORD_00419,20,Afternoon,SKU_019,282
ORD_00419,20,Afternoon,SKU_312,162
ORD_00419,20,Afternoon,SKU_079,710
ORD_00419,20,Afternoon,SKU_372,327
ORD_00419,20,Afternoon,SKU_415,149
ORD_00419,20,Afternoon,SKU_189,688
ORD_00420,17,Afternoon,SKU_290,165
ORD_00420,17,Afternoon,SKU_008,292
ORD_00420,17,Afternoon,SKU_354,325
ORD_00420,17,Afternoon,SKU_317,134
ORD_00420,17,Afternoon,SKU_293,636
ORD_00420,17,Afternoon,SKU_070,547
ORD_00420,17,Afternoon,SKU_490,122
ORD_00421,24,Morning,SKU_415,558
ORD_00421,24,Morning,SKU_495,82
ORD_00422,29,Afternoon,SKU_369,154
ORD_00422,29,Afternoon,SKU_294,274
ORD_00422,29,Afternoon,SKU_192,598
ORD_00422,29,Afternoon,SKU_050,1034
ORD_00422,29,Afternoon,SKU_028,524
ORD_00422,29,Afternoon,SKU_093,479
ORD_00423,1,Morning,SKU_079,257
ORD_00423,1,Morning,SKU_131,477
ORD_00423,1,Morning,SKU_176,1036
ORD_00423,1,Morning,SKU_313,724
ORD_00424,26,Morning,SKU_384,146
ORD_00424,26,Morning,SKU_360,619
ORD_00424,26,Morning,SKU_141,742
ORD_00424,26,Morning,SKU_376,498
ORD_00424,26,Morning,SKU_086,288
ORD_00424,26,Morning,SKU_018,111
ORD_00425,3,Afternoon,SKU_079,474
ORD_00425,3,Afternoon,SKU_235,470
ORD_00425,3,Afternoon,SKU_201,513
ORD_00425,3,Afternoon,SKU_018,237
ORD_00425,3,Afternoon,SKU_192,434
ORD_00425,3,Afternoon,SKU_195,111
ORD_00426,26,Afternoon,SKU_021,183
ORD_00426,26,Afternoon,SKU_255,574
ORD_00426,26,Afternoon,SKU_066,592
ORD_00426,26,Afternoon,SKU_324,435
ORD_00426,26,Afternoon,SKU_335,102
ORD_00426,26,Afternoon,SKU_323,405
ORD_00427,26,Morning,SKU_480,782
ORD_00427,26,Morning,SKU_029,431
ORD_00427,26,Morning,SKU_256,249
ORD_00427,26,Morning,SKU_452,994
ORD_00428,27,Afternoon,SKU_270,416
ORD_00428,27,Afternoon,SKU_083,495
ORD_00428,27,Afternoon,SKU_447,1152
ORD_00428,27,Afternoon,SKU_056,103
ORD_00428,27,Afternoon,SKU_115,430
ORD_00428,27,Afternoon,SKU_087,330
ORD_00429,30,Morning,SKU_187,404
ORD_00429,30,Morning,SKU_130,180
ORD_00429,30,Morning,SKU_010,613
ORD_00429,30,Morning,SKU_035,477
ORD_00429,30,Morning,SKU_446,257
ORD_00429,30,Morning,SKU_139,414
ORD_00430,29,Afternoon,SKU_478,696
ORD_00430,29,Afternoon,SKU_087,891
ORD_00430,29,Afternoon,SKU_120,201
ORD_00430,29,Afternoon,SKU_476,730
ORD_00430,29,Afternoon,SKU_313,148
ORD_00431,15,Afternoon,SKU_181,151
ORD_00431,15,Afternoon,SKU_350,157
ORD_00431,15,Afternoon,SKU_363,484
ORD_00431,15,Afternoon,SKU_120,174
ORD_00432,11,Afternoon,SKU_401,355
ORD_00432,11,Afternoon,SKU_297,511
ORD_00432,11,Afternoon,SKU_107,599
ORD_00432,11,Afternoon,SKU_487,591
ORD_00433,28,Morning,SKU_176,778
ORD_00433,28,Morning,SKU_446,112
ORD_00433,28,Morning,SKU_430,291
ORD_00433,28,Morning,SKU_090,620
ORD_00433,28,Morning,SKU_212,306
ORD_00433,28,Morning,SKU_305,479
ORD_00434,4,Afternoon,SKU_192,105
ORD_00434,4,Afternoon,SKU_475,447
ORD_00434,4,Afternoon,SKU_250,335
ORD_00434,4,Afternoon,SKU_191,75
ORD_00434,4,Afternoon,SKU_070,542
ORD_00434,4,Afternoon,SKU_234,137
ORD_00434,4,Afternoon,SKU_313,421
ORD_00434,4,Afternoon,SKU_286,80
ORD_00435,14,Afternoon,SKU_066,194
ORD_00435,14,Afternoon,SKU_351,203
ORD_00435,14,Afternoon,SKU_282,556
ORD_00435,14,Afternoon,SKU_361,1063
ORD_00435,14,Afternoon,SKU_294,328
ORD_00435,14,Afternoon,SKU_431,103
ORD_00435,14,Afternoon,SKU_333,337
ORD_00435,14,Afternoon,SKU_083,634
ORD_00436,29,Afternoon,SKU_290,1098
ORD_00437,9,Afternoon,SKU_004,679
ORD_00437,9,Afternoon,SKU_347,776
ORD_00437,9,Afternoon,SKU_433,413
ORD_00437,9,Afternoon,SKU_448,116
ORD_00437,9,Afternoon,SKU_460,312
ORD_00437,9,Afternoon,SKU_263,182
ORD_00438,10,Morning,SKU_492,463
ORD_00438,10,Morning,SKU_044,845
ORD_00438,10,Morning,SKU_046,113
ORD_00439,23,Morning,SKU_480,669
ORD_00439,23,Morning,SKU_490,573
ORD_00439,23,Morning,SKU_373,642
ORD_00439,23,Morning,SKU_351,307
ORD_00439,23,Morning,SKU_153,372
ORD_00440,2,Afternoon,SKU_283,216
ORD_00440,2,Afternoon,SKU_433,888
ORD_00440,2,Afternoon,SKU_250,1162
ORD_00440,2,Afternoon,SKU_244,1123
ORD_00440,2,Afternoon,SKU_447,470
ORD_00441,3,Afternoon,SKU_087,1033
ORD_00441,3,Afternoon,SKU_187,680
ORD_00442,5,Morning,SKU_168,878
ORD_00442,5,Morning,SKU_446,152
ORD_00443,13,Afternoon,SKU_375,682
ORD_00443,13,Afternoon,SKU_235,877
ORD_00443,13,Afternoon,SKU_400,273
ORD_00443,13,Afternoon,SKU_430,98
ORD_00443,13,Afternoon,SKU_111,486
ORD_00443,13,Afternoon,SKU_476,222
ORD_00443,13,Afternoon,SKU_028,177
ORD_00444,16,Morning,SKU_478,407
ORD_00444,16,Morning,SKU_174,183
ORD_00444,16,Morning,SKU_481,1131
ORD_00444,16,Morning,SKU_028,1297
ORD_00444,16,Morning,SKU_079,321
ORD_00444,16,Morning,SKU_469,32
ORD_00445,28,Afternoon,SKU_448,367
ORD_00445,28,Afternoon,SKU_490,1004
ORD_00445,28,Afternoon,SKU_027,124
ORD_00445,28,Afternoon,SKU_360,240
ORD_00445,28,Afternoon,SKU_168,124
ORD_00446,25,Afternoon,SKU_360,398
ORD_00446,25,Afternoon,SKU_316,312
ORD_00446,25,Afternoon,SKU_041,630
ORD_00446,25,Afternoon,SKU_469,1009
ORD_00446,25,Afternoon,SKU_305,338
ORD_00446,25,Afternoon,SKU_312,387
ORD_00447,14,Morning,SKU_209,252
ORD_00447,14,Morning,SKU_443,239
ORD_00447,14,Morning,SKU_497,753
ORD_00447,14,Morning,SKU_381,601
ORD_00447,14,Morning,SKU_359,141
ORD_00447,14,Morning,SKU_069,318
ORD_00448,15,Morning,SKU_318,255
ORD_00448,15,Morning,SKU_037,1014
ORD_00448,15,Morning,SKU_469,994
ORD_00448,15,Morning,SKU_378,650
ORD_00448,15,Morning,SKU_201,135
ORD_00449,5,Afternoon,SKU_376,138
ORD_00449,5,Afternoon,SKU_460,571
ORD_00449,5,Afternoon,SKU_326,236
ORD_00449,5,Afternoon,SKU_340,307
ORD_00449,5,Afternoon,SKU_377,126
ORD_00449,5,Afternoon,SKU_401,50
ORD_00449,5,Afternoon,SKU_111,619
ORD_00449,5,Afternoon,SKU_156,204
ORD_00450,30,Morning,SKU_070,234
ORD_00450,30,Morning,SKU_256,298
ORD_00450,30,Morning,SKU_085,583
ORD_00450,30,Morning,SKU_487,296
ORD_00450,30,Morning,SKU_010,293
ORD_00450,30,Morning,SKU_131,504
ORD_00451,10,Morning,SKU_342,163
ORD_00451,10,Morning,SKU_124,596
ORD_00451,10,Morning,SKU_108,279
ORD_00452,12,Morning,SKU_403,179
ORD_00452,12,Morning,SKU_404,357
ORD_00452,12,Morning,SKU_285,223
ORD_00452,12,Morning,SKU_331,248
ORD_00452,12,Morning,SKU_153,175
ORD_00452,12,Morning,SKU_350,319
ORD_00452,12,Morning,SKU_335,176
ORD_00452,12,Morning,SKU_150,80
ORD_00453,25,Afternoon,SKU_255,552
ORD_00453,25,Afternoon,SKU_478,557
ORD_00453,25,Afternoon,SKU_134,1264
ORD_00454,29,Afternoon,SKU_093,583
ORD_00454,29,Afternoon,SKU_497,451
ORD_00455,8,Afternoon,SKU_081,682
ORD_00455,8,Afternoon,SKU_290,1283
ORD_00455,8,Afternoon,SKU_151,519
ORD_00455,8,Afternoon,SKU_021,256
ORD_00456,5,Afternoon,SKU_477,686
ORD_00456,5,Afternoon,SKU_255,707
ORD_00456,5,Afternoon,SKU_297,271
ORD_00456,5,Afternoon,SKU_169,319
ORD_00456,5,Afternoon,SKU_115,371
ORD_00456,5,Afternoon,SKU_379,95
ORD_00457,22,Morning,SKU_354,149
ORD_00457,22,Morning,SKU_439,736
ORD_00457,22,Morning,SKU_192,433
ORD_00457,22,Morning,SKU_159,408
ORD_00457,22,Morning,SKU_388,870
ORD_00458,4,Morning,SKU_480,277
ORD_00458,4,Morning,SKU_472,124
ORD_00458,4,Morning,SKU_235,849
ORD_00458,4,Morning,SKU_261,958
ORD_00458,4,Morning,SKU_327,226
ORD_00458,4,Morning,SKU_169,829
ORD_00459,8,Morning,SKU_497,267
ORD_00459,8,Morning,SKU_169,484
ORD_00459,8,Morning,SKU_131,118
